name,g_energy,p_energy,de,g_peak,p_peak,dp,g_loss_ana,g_loss_rep,rev
Chuquicamata100->S-AA100,9970.85956954956,8583.939034404662,1386.9205351448982,96.561279296875,105.671646495214,-9.110367198339006,0.032081898576660155,0.05255829984525917,0
Chuquicamata100->S-Km6100,-10372.835891723633,11105.341565374352,-21478.177457097983,61.78310012817383,105.152748293415,-43.36964816524117,36.505727734863285,43.163968443870544,1
Cipreses154->Itahue154,18060.51365661621,30061.72239613463,-12001.20873951842,153.09913635253906,192.910616043718,-39.81147969117893,519.9864843406004,508.7171413898468,0
Ciruelos220->Prropulli220,3565.4129281044006,8636.047830231397,-5070.634902126996,125.45352172851562,134.979695713361,-9.526173984845371,42.97669998943359,84.35643917508423,0
Ciruelos220->Valdivia220,8261.351248204708,9632.570219580995,-1371.2189713762873,105.3078842163086,122.399032742464,-17.091148526155408,30.15850277302887,55.36310992349172,0
CNavia110->Batuco110_I,-1223.8586503006518,3097.339527846085,-4321.198178146737,36.78217315673828,41.042494574185,-4.260321417446718,5.340089878674864,4.074185952136759,1
CNavia110->Chena110,19880.32448577881,17113.668216888724,2766.656268890085,164.16175842285156,145.287484428306,18.874273994545575,84.3530955792293,81.28096738830209,0
CNavia220_Aux_D->Polpaico220,-1544.9528439044952,31658.617173606064,-33203.57001751056,15.38653564453125,361.899308649848,-346.5127730053168,0.49833630717372895,0.0,1
CNavia220->Chena220,13541.195310115814,23661.149424067866,-10119.954113952052,150.8791046142578,232.660466360462,-81.7813617462042,15.98897188697033,14.875831781537272,0
CNavia220->CNavia110,23928.018666625023,33351.10116749608,-9423.08250087106,325.2398376464844,349.648705060569,-24.408867414084625,11.127284546314826,10.92446211828792,0
