# Archivo de demandas por barra (plpdem.dat)
# Numero de barras
241
# Nombre de la Barra
'Coronel066'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   01    093      8.98
   02    094      5.59
   02    095      9.90
   02    096     10.12
   03    097      0.33
   03    098      5.26
   03    099      1.29
   04    100      0.41
   04    101      7.23
   04    102      1.43
   05    103      0.37
   05    104     10.28
   05    105      1.22
   06    106      0.29
   06    107     12.41
   06    108      1.77
   07    109      5.99
   07    110      9.13
   07    111      9.53
   08    112      0.77
   08    113     16.80
   08    114      3.04
   09    115      4.88
   09    116     14.67
   09    117      8.53
   10    118      9.04
   10    119     14.41
   10    120     13.75
   11    121      9.05
   11    122     14.15
   11    123     13.58
   12    124      5.10
   12    125     13.66
   12    126      8.31
   01    127      6.30
   01    128      9.21
   01    129      9.61
   02    130      5.84
   02    131     10.35
   02    132     10.57
   03    133      0.33
   03    134      5.49
   03    135      1.30
   04    136      0.41
   04    137      7.93
   04    138      1.55
   05    139      0.38
   05    140     11.21
   05    141      1.33
   06    142      0.31
   06    143     13.21
   06    144      1.88
   07    145      6.37
   07    146      9.68
   07    147     10.13
   08    148      0.80
   08    149     17.89
   08    150      3.22
   09    151      5.21
   09    152     15.72
   09    153      9.12
   10    154      8.81
   10    155     14.15
   10    156     13.50
   11    157      8.52
   11    158     13.33
   11    159     12.78
   12    160      5.28
   12    161     14.21
   12    162      8.56
   01    163      6.87
   01    164      9.96
   01    165     10.50
   02    166      6.09
   02    167     10.75
   02    168     10.98
   03    169      0.35
   03    170      5.63
   03    171      1.34
   04    172      0.41
   04    173      8.80
   04    174      1.70
   05    175      0.39
   05    176     12.30
   05    177      1.46
   06    178      0.32
   06    179     13.56
   06    180      1.92
   07    181      6.51
   07    182      9.89
   07    183     10.37
   08    184      0.82
   08    185     18.32
   08    186      3.29
   09    187      5.41
   09    188     16.15
   09    189      9.40
   10    190      9.07
   10    191     14.56
   10    192     13.84
   11    193      9.40
   11    194     14.70
   11    195     14.11
   12    196      5.47
   12    197     14.63
   12    198      8.89
   01    199      7.00
   01    200     10.23
   01    201     10.71
   02    202      6.36
   02    203     11.21
   02    204     11.48
   03    205      0.37
   03    206      5.88
   03    207      1.40
   04    208      0.43
   04    209      9.00
   04    210      1.79
   05    211      0.40
   05    212     12.78
   05    213      1.51
   06    214      0.34
   06    215     13.84
   06    216      1.97
   07    217      6.68
   07    218     10.24
   07    219     10.66
   08    220      0.86
   08    221     18.88
   08    222      3.42
   09    223      5.51
   09    224     16.55
   09    225      9.67
   10    226      9.11
   10    227     14.62
   10    228     13.89
   11    229      9.40
   11    230     14.70
   11    231     14.11
   12    232      5.65
   12    233     15.17
   12    234      9.16
# Nombre de la Barra
'Candelaria220'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001    184.16
   07    002    184.90
   07    003    182.35
   07    004    180.05
   07    005    173.80
   07    006    173.03
   07    007    175.64
   07    008    178.26
   07    009    179.85
   07    010    182.17
   07    011    189.39
   07    012    190.03
   07    013    187.37
   07    014    184.69
   07    015    178.01
   07    016    176.74
   07    017    179.69
   07    018    182.44
   07    019    184.46
   07    020    186.95
   07    021    184.65
   07    022    185.00
   07    023    179.90
   07    024    174.78
   07    025    181.39
   07    026    185.41
   07    027    185.86
   07    028    181.50
   07    029    177.69
   07    030    183.57
   08    031    178.32
   08    032    167.57
   08    033    174.31
   08    034    183.38
   08    035    173.96
   08    036    181.23
   08    037    180.35
   08    038    169.81
   08    039    177.30
   08    040    173.77
   08    041    164.57
   08    042    170.89
   09    043    187.04
   09    044    179.93
   09    045    183.00
   09    046    185.00
   09    047    178.39
   09    048    181.31
   09    049    188.73
   09    050    181.20
   09    051    184.38
   09    052    193.15
   09    053    186.25
   09    054    189.30
   10    055    188.15
   10    056    178.85
   10    057    186.89
   10    058    174.76
   10    059    163.94
   10    060    173.15
   10    061    175.20
   10    062    164.35
   10    063    173.59
   10    064    188.78
   10    065    178.98
   10    066    187.07
   11    067    173.47
   11    068    165.46
   11    069    169.98
   11    070    167.08
   11    071    159.36
   11    072    163.71
   11    073    173.30
   11    074    165.30
   11    075    169.81
   11    076    174.17
   11    077    166.12
   11    078    170.66
   12    079    188.28
   12    080    180.96
   12    081    187.21
   12    082    186.25
   12    083    180.29
   12    084    185.36
   12    085    189.23
   12    086    181.99
   12    087    187.82
   12    088    194.10
   12    089    186.07
   12    090    193.01
   01    091    175.73
   01    092    168.74
   01    093    172.00
   02    094    151.29
   02    095    143.91
   02    096    152.49
   03    097    176.25
   03    098    170.28
   03    099    175.08
   04    100    232.71
   04    101    222.17
   04    102    227.48
   05    103    224.33
   05    104    211.26
   05    105    221.97
   06    106    196.85
   06    107    192.27
   06    108    193.27
   07    109    194.75
   07    110    185.48
   07    111    191.73
   08    112    189.22
   08    113    178.31
   08    114    186.10
   09    115    198.35
   09    116    190.95
   09    117    194.16
   10    118    191.99
   10    119    181.58
   10    120    190.48
   11    121    183.16
   11    122    174.70
   11    123    179.47
   12    124    196.06
   12    125    188.74
   12    126    194.89
   01    127    182.02
   01    128    175.12
   01    129    178.78
   02    130    156.73
   02    131    148.77
   02    132    157.84
   03    133    182.16
   03    134    176.45
   03    135    183.00
   04    136    222.92
   04    137    213.10
   04    138    217.78
   05    139    219.63
   05    140    206.41
   05    141    217.16
   06    142    205.35
   06    143    200.56
   06    144    201.61
   07    145    204.17
   07    146    194.88
   07    147    201.04
   08    148    198.50
   08    149    187.07
   08    150    195.08
   09    151    208.35
   09    152    200.09
   09    153    203.58
   10    154    204.98
   10    155    193.33
   10    156    202.98
   11    157    185.80
   11    158    177.03
   11    159    181.95
   12    160    204.63
   12    161    196.29
   12    162    203.49
   01    163    190.59
   01    164    182.95
   01    165    186.34
   02    166    162.93
   02    167    152.71
   02    168    162.59
   03    169    191.15
   03    170    185.21
   03    171    191.39
   04    172    210.17
   04    173    201.12
   04    174    205.03
   05    175    211.99
   05    176    199.25
   05    177    209.85
   06    178    207.53
   06    179    204.00
   06    180    205.22
   07    181    207.54
   07    182    198.82
   07    183    205.01
   08    184    201.83
   08    185    190.20
   08    186    198.34
   09    187    210.29
   09    188    203.15
   09    189    206.37
   10    190    201.09
   10    191    189.22
   10    192    199.37
   11    193    194.29
   11    194    185.32
   11    195    190.38
   12    196    201.77
   12    197    194.55
   12    198    200.72
   01    199    188.33
   01    200    181.16
   01    201    184.77
   02    202    160.83
   02    203    150.75
   02    204    160.62
   03    205    187.94
   03    206    181.98
   03    207    186.60
   04    208    209.47
   04    209    200.96
   04    210    205.73
   05    211    211.03
   05    212    198.34
   05    213    208.90
   06    214    207.35
   06    215    204.35
   06    216    205.71
   07    217    216.27
   07    218    205.98
   07    219    212.85
   08    220    211.04
   08    221    199.32
   08    222    207.50
   09    223    218.90
   09    224    210.97
   09    225    214.49
   10    226    201.22
   10    227    189.34
   10    228    199.49
   11    229    194.29
   11    230    185.32
   11    231    190.38
   12    232    208.43
   12    233    200.72
   12    234    207.33
# Nombre de la Barra
'CNavia220'
# Numero de Demandas
234
# Mes  Etapa   Demanda
   07    001     15.38
   07    002      9.56
   07    003     27.86
   07    004     36.88
   07    005     38.22
   07    006     35.61
   07    007     36.10
   07    008     40.61
   07    009     38.94
   07    010     31.19
   07    011     15.87
   07    012      9.91
   07    013     29.29
   07    014     38.61
   07    015     39.77
   07    016     36.96
   07    017     37.52
   07    018     42.36
   07    019     40.57
   07    020     32.40
   07    021     14.09
   07    022      9.08
   07    023     34.25
   07    024     37.99
   07    025     33.42
   07    026     14.07
   07    027      8.75
   07    028     32.14
   07    029     36.69
   07    030     32.39
   08    031     15.21
   08    032     36.16
   08    033     35.23
   08    034     15.79
   08    035     37.02
   08    036     35.64
   08    037     15.94
   08    038     37.49
   08    039     36.16
